,precision,recall,f1_score,precision_at_10_percent,precision_at_30_percent,precision_at_50_percent,precision_at_70_percent,precision_at_90_percent,recall_at_sizeof_ground_truth
coma_schema_instance,0.9516129032258065,0.9147286821705426,0.932806324110672,1.0,1.0,1.0,1.0,0.9880597014925373,0.9147286821705426
deepjoin-all-mpnet-base-v2-coltotext-colname-stat-col-shuffle-0.4-epochs-10-bs-16-lr-2e-05-wd-0.01-warmup-10000-cosine,0.795045045045045,0.9121447028423773,0.8495788206979543,0.659963436928702,0.23461304082876294,0.14149908592321755,0.1010707756594411,0.07861060329067641,0.8578811369509044
starmie-model_sample_row_ordered_frequent_column_0-ft-cosine,0.5316742081447964,0.6072351421188631,0.5669481302774427,0.4651639344262295,0.20833333333333334,0.13852459016393442,0.1053864168618267,0.08424408014571949,0.5529715762273901
starmie-model_sample_row_ordered_tfidf_entity_column_0-cosine,0.6148648648648649,0.7054263565891473,0.6570397111913359,0.5833333333333334,0.24097222222222223,0.15256356815339725,0.11048243001786778,0.08754052802223251,0.6692506459948321
valentwin-restaurants-n-100-hn-10-selective-neg-lr-3e5-bs-512-20240421-euc-cnw-04-euc,0.7342342342342343,0.8423772609819121,0.7845968712394705,0.6288848263254113,0.2205971968312005,0.13455210237659965,0.09924262209454165,0.07861060329067641,0.8449612403100775
