,precision,recall,f1_score,precision_at_10_percent,precision_at_30_percent,precision_at_50_percent,precision_at_70_percent,precision_at_90_percent,recall_at_sizeof_ground_truth
valentwin-books-n-100-hn-10-selective-neg-lr-3e5-bs-512-cos-cnw-00-cos,0.6540583136327817,0.7094017094017094,0.6806068060680607,0.6481609993060374,0.25075179273652554,0.15907828983897834,0.11482399603371343,0.09022904295519395,0.7495726495726496
valentwin-books-n-100-hn-10-selective-neg-lr-3e5-bs-512-cos-cnw-00-euc,0.6540583136327817,0.7094017094017094,0.6806068060680607,0.6481609993060374,0.25075179273652554,0.15907828983897834,0.11482399603371343,0.09022904295519395,0.7495726495726496
valentwin-books-n-100-hn-10-selective-neg-lr-3e5-bs-512-cos-cnw-01-cos,0.6616837136113297,0.7188034188034188,0.6890618598934863,0.6261437908496732,0.24335511982570807,0.15126160282389856,0.10851699663802765,0.08497966298663567,0.764102564102564
valentwin-books-n-100-hn-10-selective-neg-lr-3e5-bs-512-cos-cnw-01-euc,0.6616837136113297,0.7188034188034188,0.6890618598934863,0.6356329537843268,0.24815724815724816,0.15465022782095952,0.11113238250215372,0.08711190529372348,0.7675213675213676
valentwin-books-n-100-hn-10-selective-neg-lr-3e5-bs-512-cos-cnw-02-cos,0.6666666666666666,0.7264957264957265,0.6952965235173825,0.6177558569667078,0.23448417591450885,0.1430509310642496,0.10305646084735312,0.080153456189628,0.7837606837606838
valentwin-books-n-100-hn-10-selective-neg-lr-3e5-bs-512-cos-cnw-02-euc,0.6664050235478807,0.7256410256410256,0.6947626841243861,0.6320153061224489,0.24085884353741496,0.14797805842581963,0.1060688901038819,0.08291991495393337,0.7811965811965812
valentwin-books-n-100-hn-10-selective-neg-lr-3e5-bs-512-cos-cnw-03-cos,0.6737254901960784,0.7341880341880341,0.7026584867075664,0.6209386281588448,0.23104693140794225,0.13960765435070405,0.10057594773489212,0.0782242428294444,0.7991452991452992
valentwin-books-n-100-hn-10-selective-neg-lr-3e5-bs-512-cos-cnw-03-euc,0.6737254901960784,0.7341880341880341,0.7026584867075664,0.6282914880587875,0.23372116758522146,0.14206981016533987,0.10235324993438895,0.07960808328230251,0.7957264957264957
valentwin-books-n-100-hn-10-selective-neg-lr-3e5-bs-512-cos-cnw-04-cos,0.6862745098039216,0.7478632478632479,0.7157464212678937,0.6317991631799164,0.23032476588961945,0.1389121338912134,0.09990607121509691,0.07770472205618649,0.8282051282051283
valentwin-books-n-100-hn-10-selective-neg-lr-3e5-bs-512-cos-cnw-04-euc,0.6823529411764706,0.7435897435897436,0.7116564417177913,0.6252252252252253,0.23107729275130157,0.13938956981494832,0.10042056475838984,0.07810413885180241,0.8222222222222222
valentwin-books-n-100-hn-10-selective-neg-lr-3e5-bs-512-cos-cnw-05-cos,0.6996078431372549,0.7623931623931623,0.7296523517382413,0.6533888228299644,0.22933597621407334,0.13820171265461464,0.09939682269985557,0.07730936963129377,0.847008547008547
valentwin-books-n-100-hn-10-selective-neg-lr-3e5-bs-512-cos-cnw-05-euc,0.6933333333333334,0.7555555555555555,0.7231083844580778,0.6404293381037567,0.22982107355864811,0.13863039847291816,0.09970174691095014,0.07754506892895016,0.8478632478632478
valentwin-books-n-100-hn-10-selective-neg-lr-3e5-bs-512-cos-cnw-06-cos,0.7058823529411765,0.7692307692307693,0.736196319018405,0.6613285883748518,0.22894424673784106,0.13785739708150432,0.09915254237288136,0.07711573952016873,0.8555555555555555
valentwin-books-n-100-hn-10-selective-neg-lr-3e5-bs-512-cos-cnw-06-euc,0.7035294117647058,0.7666666666666667,0.7337423312883435,0.657566765578635,0.22888229475766567,0.13793922127255462,0.09920298456842462,0.07715642310735954,0.8538461538461538
valentwin-books-n-100-hn-10-selective-neg-lr-3e5-bs-512-cos-cnw-07-cos,0.7098039215686275,0.7735042735042735,0.7402862985685073,0.6566015393724097,0.228035538005923,0.13801682265134463,0.09900990099009901,0.07700914895017442,0.8803418803418803
valentwin-books-n-100-hn-10-selective-neg-lr-3e5-bs-512-cos-cnw-07-euc,0.7098039215686275,0.7735042735042735,0.7402862985685073,0.6627218934911243,0.22840236686390533,0.1375310687655344,0.09891782211701049,0.07693319305628617,0.870940170940171
valentwin-books-n-100-hn-10-selective-neg-lr-3e5-bs-512-cos-cnw-08-cos,0.7074509803921568,0.770940170940171,0.7378323108384458,0.6481042654028436,0.2255134281200632,0.13769403957814907,0.09868810833685993,0.07701928773615957,0.8794871794871795
valentwin-books-n-100-hn-10-selective-neg-lr-3e5-bs-512-cos-cnw-08-euc,0.7113725490196079,0.7752136752136752,0.7419222903885481,0.6524822695035462,0.22763106030744976,0.13811044105474754,0.09881756756756757,0.07686243594797004,0.8829059829059829
valentwin-books-n-100-hn-10-selective-neg-lr-3e5-bs-512-cos-cnw-09-cos,0.691764705882353,0.7538461538461538,0.7214723926380368,0.6467101363366924,0.2235177865612648,0.13614800759013282,0.09809402795425667,0.07682171564105943,0.8427350427350427
valentwin-books-n-100-hn-10-selective-neg-lr-3e5-bs-512-cos-cnw-09-euc,0.6972549019607843,0.7598290598290598,0.7271983640081799,0.6436170212765957,0.22360126083530338,0.13642274500531978,0.09837034535168454,0.07683719708412688,0.8564102564102564
valentwin-books-n-100-hn-10-selective-neg-lr-3e5-bs-512-cos-cnw-10-cos,0.668235294117647,0.7282051282051282,0.6969325153374234,0.6349583828775267,0.22096710265556876,0.13543400713436385,0.09750297265160524,0.07662835249042145,0.7444444444444445
valentwin-books-n-100-hn-10-selective-neg-lr-3e5-bs-512-cos-cnw-10-euc,0.668235294117647,0.7282051282051282,0.6969325153374234,0.6312056737588653,0.21970443349753693,0.13466540553322298,0.0969430839385239,0.07632183908045977,0.7444444444444445
valentwin-books-n-100-hn-10-selective-neg-lr-3e5-bs-512-emd-cnw-00-cos,0.6580392156862745,0.7170940170940171,0.6862985685071575,0.5738770685579196,0.21847911741528764,0.1364066193853428,0.09853090172239108,0.0768321513002364,0.7589743589743589
valentwin-books-n-100-hn-10-selective-neg-lr-3e5-bs-512-emd-cnw-00-euc,0.6580392156862745,0.7170940170940171,0.6862985685071575,0.5738770685579196,0.21847911741528764,0.1364066193853428,0.09853090172239108,0.0768321513002364,0.7589743589743589
valentwin-books-n-100-hn-10-selective-neg-lr-3e5-bs-512-emd-cnw-01-cos,0.668235294117647,0.7282051282051282,0.6969325153374234,0.5916075650118203,0.22399527186761228,0.13711583924349882,0.09878419452887538,0.0768321513002364,0.7871794871794872
valentwin-books-n-100-hn-10-selective-neg-lr-3e5-bs-512-emd-cnw-01-euc,0.6674509803921569,0.7273504273504273,0.6961145194274028,0.5910165484633569,0.22379826635145783,0.13711583924349882,0.09878419452887538,0.0768321513002364,0.7854700854700855
valentwin-books-n-100-hn-10-selective-neg-lr-3e5-bs-512-emd-cnw-02-cos,0.6745098039215687,0.7350427350427351,0.7034764826175869,0.6117021276595744,0.22714736012608353,0.13735224586288416,0.09878419452887538,0.0768321513002364,0.8008547008547009
valentwin-books-n-100-hn-10-selective-neg-lr-3e5-bs-512-emd-cnw-02-euc,0.6745098039215687,0.7350427350427351,0.7034764826175869,0.6105200945626478,0.22576832151300236,0.13711583924349882,0.09878419452887538,0.0768321513002364,0.794017094017094
valentwin-books-n-100-hn-10-selective-neg-lr-3e5-bs-512-emd-cnw-03-cos,0.6909803921568628,0.752991452991453,0.7206543967280163,0.6371158392434988,0.22793538219070134,0.13735224586288416,0.09878419452887538,0.0768321513002364,0.8324786324786325
valentwin-books-n-100-hn-10-selective-neg-lr-3e5-bs-512-emd-cnw-03-euc,0.6870588235294117,0.7487179487179487,0.7165644171779141,0.6205673758865248,0.22734436564223798,0.13735224586288416,0.09878419452887538,0.0768321513002364,0.8273504273504273
valentwin-books-n-100-hn-10-selective-neg-lr-3e5-bs-512-emd-cnw-04-cos,0.6964705882352941,0.7589743589743589,0.7263803680981595,0.6572104018912529,0.2281323877068558,0.13747044917257684,0.09878419452887538,0.0768321513002364,0.8538461538461538
valentwin-books-n-100-hn-10-selective-neg-lr-3e5-bs-512-emd-cnw-04-euc,0.6972549019607843,0.7598290598290598,0.7271983640081799,0.6447990543735225,0.22773837667454688,0.13735224586288416,0.09878419452887538,0.0768321513002364,0.847008547008547
valentwin-books-n-100-hn-10-selective-neg-lr-3e5-bs-512-emd-cnw-05-cos,0.7066666666666667,0.7700854700854701,0.7370143149284254,0.66548463356974,0.2285263987391647,0.13817966903073287,0.09878419452887538,0.0768321513002364,0.8598290598290599
valentwin-books-n-100-hn-10-selective-neg-lr-3e5-bs-512-emd-cnw-05-euc,0.6980392156862745,0.7606837606837606,0.7280163599182004,0.6601654846335697,0.22793538219070134,0.13735224586288416,0.09878419452887538,0.0768321513002364,0.8564102564102564
valentwin-books-n-100-hn-10-selective-neg-lr-3e5-bs-512-emd-cnw-06-cos,0.7098039215686275,0.7735042735042735,0.7402862985685073,0.6583924349881797,0.22734436564223798,0.13807778697245537,0.09879253567508232,0.07683719708412688,0.8777777777777778
valentwin-books-n-100-hn-10-selective-neg-lr-3e5-bs-512-emd-cnw-06-euc,0.7090196078431372,0.7726495726495727,0.7394683026584867,0.66548463356974,0.22832939322301024,0.13794326241134752,0.09878419452887538,0.0768321513002364,0.8666666666666667
valentwin-books-n-100-hn-10-selective-neg-lr-3e5-bs-512-emd-cnw-07-cos,0.7058823529411765,0.7692307692307693,0.736196319018405,0.648936170212766,0.22576832151300236,0.13760491783898807,0.09846309744975511,0.07684224353080257,0.8803418803418803
valentwin-books-n-100-hn-10-selective-neg-lr-3e5-bs-512-emd-cnw-07-euc,0.7098039215686275,0.7735042735042735,0.7402862985685073,0.6554373522458629,0.22793538219070134,0.13817966903073287,0.09878419452887538,0.0768321513002364,0.8829059829059829
valentwin-books-n-100-hn-10-selective-neg-lr-3e5-bs-512-emd-cnw-08-cos,0.7011764705882353,0.764102564102564,0.7312883435582822,0.644378698224852,0.22386587771203156,0.1362130177514793,0.09847844463229079,0.07672583826429981,0.8623931623931624
valentwin-books-n-100-hn-10-selective-neg-lr-3e5-bs-512-emd-cnw-08-euc,0.7035294117647058,0.7666666666666667,0.7337423312883435,0.6477541371158393,0.22537431048069345,0.1375886524822695,0.09869976359338062,0.0768321513002364,0.8692307692307693
valentwin-books-n-100-hn-10-selective-neg-lr-3e5-bs-512-emd-cnw-09-cos,0.6862745098039216,0.7478632478632479,0.7157464212678937,0.6447212336892052,0.2228153420324239,0.13582443653618032,0.09761057447890188,0.07684196652168182,0.8213675213675213
valentwin-books-n-100-hn-10-selective-neg-lr-3e5-bs-512-emd-cnw-09-euc,0.6870588235294117,0.7487179487179487,0.7165644171779141,0.6453900709219859,0.22340425531914893,0.13605200945626478,0.09810874704491726,0.07656947727869713,0.82991452991453
valentwin-books-n-100-hn-10-selective-neg-lr-3e5-bs-512-emd-cnw-10-cos,0.668235294117647,0.7282051282051282,0.6969325153374234,0.6349583828775267,0.22096710265556876,0.13543400713436385,0.09750297265160524,0.07662835249042145,0.7444444444444445
valentwin-books-n-100-hn-10-selective-neg-lr-3e5-bs-512-emd-cnw-10-euc,0.668235294117647,0.7282051282051282,0.6969325153374234,0.6312056737588653,0.21970443349753693,0.13466540553322298,0.0969430839385239,0.07632183908045977,0.7444444444444445
valentwin-books-n-100-hn-10-selective-neg-lr-3e5-bs-512-euc-cnw-00-cos,0.6423529411764706,0.7,0.6699386503067484,0.5732860520094563,0.21394799054373523,0.1355791962174941,0.0977710233029382,0.0768321513002364,0.7376068376068377
valentwin-books-n-100-hn-10-selective-neg-lr-3e5-bs-512-euc-cnw-00-euc,0.6423529411764706,0.7,0.6699386503067484,0.5732860520094563,0.21394799054373523,0.1355791962174941,0.0977710233029382,0.0768321513002364,0.7376068376068377
valentwin-books-n-100-hn-10-selective-neg-lr-3e5-bs-512-euc-cnw-01-cos,0.6572549019607843,0.7162393162393162,0.6854805725971369,0.58451536643026,0.22379826635145783,0.13687943262411348,0.0980243161094225,0.0768321513002364,0.7658119658119659
valentwin-books-n-100-hn-10-selective-neg-lr-3e5-bs-512-euc-cnw-01-euc,0.6525490196078432,0.7111111111111111,0.6805725971370145,0.5791962174940898,0.22360126083530338,0.13687943262411348,0.09793988517392772,0.0768321513002364,0.7615384615384615
valentwin-books-n-100-hn-10-selective-neg-lr-3e5-bs-512-euc-cnw-02-cos,0.6690196078431373,0.729059829059829,0.6977505112474438,0.609338061465721,0.22714736012608353,0.13699763593380615,0.09810874704491726,0.0768321513002364,0.7965811965811965
valentwin-books-n-100-hn-10-selective-neg-lr-3e5-bs-512-euc-cnw-02-euc,0.6713725490196079,0.7316239316239316,0.700204498977505,0.6087470449172577,0.2255713159968479,0.13687943262411348,0.0980243161094225,0.0768321513002364,0.7905982905982906
valentwin-books-n-100-hn-10-selective-neg-lr-3e5-bs-512-euc-cnw-03-cos,0.6815686274509803,0.7427350427350428,0.7108384458077708,0.6323877068557919,0.22754137115839243,0.13699763593380615,0.09819317798041202,0.0768321513002364,0.811965811965812
valentwin-books-n-100-hn-10-selective-neg-lr-3e5-bs-512-euc-cnw-03-euc,0.6807843137254902,0.7418803418803419,0.7100204498977505,0.6247044917257684,0.22754137115839243,0.13699763593380615,0.09810874704491726,0.0768321513002364,0.8188034188034188
valentwin-books-n-100-hn-10-selective-neg-lr-3e5-bs-512-euc-cnw-04-cos,0.6909803921568628,0.752991452991453,0.7206543967280163,0.6566193853427896,0.2281323877068558,0.1372340425531915,0.09878419452887538,0.0768321513002364,0.8461538461538461
valentwin-books-n-100-hn-10-selective-neg-lr-3e5-bs-512-euc-cnw-04-euc,0.6894117647058824,0.7512820512820513,0.7190184049079754,0.6430260047281324,0.22754137115839243,0.13699763593380615,0.09819317798041202,0.0768321513002364,0.8376068376068376
valentwin-books-n-100-hn-10-selective-neg-lr-3e5-bs-512-euc-cnw-05-cos,0.7003921568627451,0.7632478632478632,0.7304703476482617,0.6601654846335697,0.2281323877068558,0.1372340425531915,0.09878419452887538,0.0768321513002364,0.8589743589743589
