,precision,recall,f1_score,precision_at_10_percent,precision_at_30_percent,precision_at_50_percent,precision_at_70_percent,precision_at_90_percent,recall_at_sizeof_ground_truth
valentwin-cosmetics-n-100-hn-10-selective-neg-lr-3e5-bs-512-cos-cnw-00-cos,0.8461538461538461,1.0,0.9166666666666666,1.0,0.6666666666666666,0.4074074074074074,0.29333333333333333,0.2268041237113402,0.9090909090909091
valentwin-cosmetics-n-100-hn-10-selective-neg-lr-3e5-bs-512-cos-cnw-00-euc,0.8461538461538461,1.0,0.9166666666666666,1.0,0.6666666666666666,0.4074074074074074,0.29333333333333333,0.2268041237113402,0.9090909090909091
valentwin-cosmetics-n-100-hn-10-selective-neg-lr-3e5-bs-512-cos-cnw-01-cos,0.8461538461538461,1.0,0.9166666666666666,1.0,0.6285714285714286,0.3793103448275862,0.2716049382716049,0.21153846153846154,0.9090909090909091
valentwin-cosmetics-n-100-hn-10-selective-neg-lr-3e5-bs-512-cos-cnw-01-euc,0.8461538461538461,1.0,0.9166666666666666,1.0,0.6470588235294118,0.38596491228070173,0.275,0.21568627450980393,0.9090909090909091
valentwin-cosmetics-n-100-hn-10-selective-neg-lr-3e5-bs-512-cos-cnw-02-cos,0.8461538461538461,1.0,0.9166666666666666,1.0,0.5365853658536586,0.3235294117647059,0.23157894736842105,0.18032786885245902,0.9090909090909091
valentwin-cosmetics-n-100-hn-10-selective-neg-lr-3e5-bs-512-cos-cnw-02-euc,0.8461538461538461,1.0,0.9166666666666666,1.0,0.6111111111111112,0.36666666666666664,0.2619047619047619,0.2037037037037037,0.9090909090909091
valentwin-cosmetics-n-100-hn-10-selective-neg-lr-3e5-bs-512-cos-cnw-03-cos,0.8461538461538461,1.0,0.9166666666666666,0.9333333333333333,0.5,0.3055555555555556,0.21782178217821782,0.16923076923076924,0.9090909090909091
valentwin-cosmetics-n-100-hn-10-selective-neg-lr-3e5-bs-512-cos-cnw-03-euc,0.8461538461538461,1.0,0.9166666666666666,1.0,0.5641025641025641,0.3384615384615385,0.24175824175824176,0.18803418803418803,0.9090909090909091
valentwin-cosmetics-n-100-hn-10-selective-neg-lr-3e5-bs-512-cos-cnw-04-cos,0.8461538461538461,1.0,0.9166666666666666,0.9333333333333333,0.4888888888888889,0.2972972972972973,0.21153846153846154,0.16417910447761194,0.9090909090909091
valentwin-cosmetics-n-100-hn-10-selective-neg-lr-3e5-bs-512-cos-cnw-04-euc,0.8461538461538461,1.0,0.9166666666666666,1.0,0.5238095238095238,0.3188405797101449,0.22916666666666666,0.1774193548387097,0.9090909090909091
